id,raw_text,canonical_transliterated,translation,silver_label_v1,silver_confidence_v1,gemini_label,gemini_confidence,gemini_rationale,llama_label,llama_confidence,llama_rationale,adjudicator_decision,adjudicator_notes
CODEX_LL_IX,ara ślafc zec flaχ vacl in crapśti hanipalθi θui ceś zeri nunθeri eθ vacl θeśan tinśi ais cemnac celi huθiś zaθrumiś,ara ślafc zec flaχ vacl in crapśti hanipalθi θui ceś zeri nunθeri eθ vacl θeśan tinśi ais cemnac celi huθiś zaθrumiś,,dedicatory,high,legal,high,"This inscription is a passage from the Liber Linteus Zagrabiensis, a liturgical calendar prescribing religious rites. It satisfies rule 7 of the decision tree, as its content constitutes 'sacred law.' The text contains specific ritual vocabulary (e.g., 'vacl' for libation/rite), invocations to deities ('tinśi'), and a calendrical date ('celi huθiś zaθrumiś'), making it a regulatory religious document rather than a dedication or funerary text.",votive,medium,"The inscription contains the verb 'nunθeri' which could be related to a dedicatory or votive context. The presence of 'θeśan tinśi' (dawn, day or a deity related to it) and 'ais cemnac' (divine beings or gods) suggests a religious context, supporting a votive or dedicatory interpretation. The text is lengthy and complex, but the find context is unknown, making it difficult to be certain.",,
CODEX_LL_VI,ciz vacl θesan flerχva neθśrac hupniś zaθrumiś flerχva neθśrac śuci eiser śic śeuc tuθiu zilci vacl lauχumneti śacnicla θesan hupniś zaθrumiś flerχva neθśrac cilθcvi hupniś zaθrumiś,ciz vacl θesan flerχva neθśrac hupniś zaθrumiś flerχva neθśrac śuci eiser śic śeuc tuθiu zilci vacl lauχumneti śacnicla θesan hupniś zaθrumiś flerχva neθśrac cilθcvi hupniś zaθrumiś,,dedicatory,high,legal,high,"This text is a section of the Liber Linteus Zagrabiensis, a well-known ritual calendar. The decision tree leads to Rule 7, which applies to texts containing 'sacred law'. A ritual calendar prescribing offerings ('flerχva') to deities ('neθśrac') at specific times and under specific magistracies ('zilci') is a prime example of sacred law. While it contains dedicatory elements, the overall structure is prescriptive and regulatory, making 'legal' the most appropriate classification.",votive,high,"The inscription contains the term 'flerχva neθśrac', which is associated with votive offerings, and 'θesan', which could indicate a connection to a deity or a sacred context. The repetition of 'flerχva neθśrac' and the presence of 'śacnicla' (sacred or ritual context) and 'tuθiu zilci' (possibly related to a public or official role) suggest a votive or dedicatory context. The overall structure and vocabulary strongly suggest a votive inscription.",,
CODEX_LL_VII,θezi iχ ciz vacl θesan flerχva neθśrac hupniś zaθrumiś in crapśti ceś θeśan ei śeuc nunθenθ celi huθiś zaθrumiś veiveś trau ciś vacl θeśan tinśi tiurim ais cemnac,θezi iχ ciz vacl θesan flerχva neθśrac hupniś zaθrumiś in crapśti ceś θeśan ei śeuc nunθenθ celi huθiś zaθrumiś veiveś trau ciś vacl θeśan tinśi tiurim ais cemnac,,dedicatory,high,legal,high,"The inscription is a section of the Liber Linteus Zagrabiensis, a well-known ritual calendar. The codebook's decision tree (step 7) explicitly classifies texts containing 'sacred law' as 'legal'. The content, which prescribes a series of offerings (`flerχva`) and rituals (`vacl`) to various deities (`θesan`, `neθśrac`, `tinśi tiurim`), fits the description of a sacred law, a set of religious regulations, rather than a simple personal dedication or votive offering.",votive,high,"The inscription contains the word 'flerχva', which is related to 'fler-', a term associated with offerings or votive contexts. The presence of 'θesan' (day or daylight) and 'tinśi' (related to the divine or Tinia) along with 'vacl' (ritual or offering) and 'nunθenθ' (a verb possibly related to dedicating or offering) suggests a votive or dedicatory context. The overall structure and vocabulary strongly indicate a votive inscription.",,
CODEX_LL_VIII,celi huθiś zaθrumiś iχ nac aχrum flerχva neθśrac hamφeś celi huθiś zaθrumiś vacl trin sians cletram śrenχve nunθeri śpureśtreści enaś,celi huθiś zaθrumiś iχ nac aχrum flerχva neθśrac hamφeś celi huθiś zaθrumiś vacl trin sians cletram śrenχve nunθeri śpureśtreści enaś,,dedicatory,high,legal,high,"This inscription is classified as legal under rule 7 of the decision tree, as it is a prime example of a 'sacred law' text. The text outlines a ritual calendar, specifying offerings ('flerχva') and libations ('vacl') to be made to a deity ('neθśrac') on specific dates ('celi huθiś zaθrumiś'). Its prescriptive and formulaic nature distinguishes it from a simple dedication, placing it firmly in the legal category of religious law.",votive,high,"The inscription contains the verb 'nunθeri' which is related to dedicatory or votive actions, and 'flerχva' which is associated with offerings or votive objects. The repetition of 'celi huθiś zaθrumiś' and the presence of 'neθśrac' (related to deities or the underworld) and 'śpureśtreści' (possibly related to a public or civic context) suggest a ritual or dedicatory context. The overall structure and vocabulary are more specific to votive inscriptions.",,
CODEX_LL_X,vacl aisvale ciś clenar ci avil χiś vinum trau θiś ceś heχz ciś meθlumθ ceś ten θeśan tinśi tiurim ais cemnac,vacl aisvale ciś clenar ci avil χiś vinum trau θiś ceś heχz ciś meθlumθ ceś ten θeśan tinśi tiurim ais cemnac,,funerary,high,legal,high,"The inscription details a complex set of ritual prescriptions, qualifying it as a 'sacred law' under the 'legal' category per the codebook's decision tree (Rule 7). The text includes specific ritual terms ('vacl', 'aisvale'), prescribed offerings ('vinum'), and mentions multiple deities ('θeśan', 'tinśi tiurim'), indicating a formal regulation rather than a simple personal dedication or votive offering.",unsure,low,"The inscription is too long and complex to be classified under a single category with high confidence. It contains multiple clauses and words that could fit different categories, but without a clear indication of its purpose or context.",,
CODEX_PL_INNER,ani lasl θufθ tiń θuf neθ hercle fuflunś mar leθn caθa selva vetsl,ani lasl θufθ tiń θuf neθ hercle fuflunś mar leθn caθa selva vetsl,,dedicatory,high,legal,high,"The inscription consists of a long, structured list of theonyms (divine names), which is characteristic of a ritual or religious text codifying sacred practice. This aligns with the 'sacred-law tablets' example provided for the 'legal' class in the codebook (Decision Tree rule 7). The text lacks funerary formulas, verbs of giving/dedication, ownership formulas, or boundary markers, thus ruling out other categories.",unsure,low,"The inscription contains several divine names (Hercle, Fuflunś, Leθn, Caθa) and other words that could be related to religious or ritual contexts, but it lacks a clear verb of giving or dedicating, and the object type is not specified. The text does not fit neatly into any category due to insufficient context and unclear syntax. The presence of multiple divine names suggests a possible dedicatory or votive context, but without more information, it's impossible to be certain.",,
CODEX_PL_OUTER,tiń cilθ θufθ neθ fuflunś caθa leθn hercle selva turan vetsl lasl uśil cilen uni mac tluscv,tiń cilθ θufθ neθ fuflunś caθa leθn hercle selva turan vetsl lasl uśil cilen uni mac tluscv,,dedicatory,high,legal,high,"This inscription is a systematic list of deities on the Piacenza Liver, a model used for divination. Following the decision tree to step 7, this text is classified as 'legal' because it functions as a 'sacred-law tablet'. It codifies the Etruscan celestial templum, assigning gods to specific regions for the purpose of haruspicy, which is a form of religious or ritual law.",unsure,low,"The inscription contains a list of divine names (fuflunś, leθn, hercle, turan, lasl, uśil, uni) and other words that could be related to ritual or dedicatory contexts. However, the text lacks a clear verb of giving or dedicating, and the object type is not specified. The presence of multiple divine names suggests a religious context, but without more information, it's difficult to determine the exact epigraphic type.",,
Cl 1.1006,vel • fastntru • aθ,vel • fastntru • aθ,,funerary,high,funerary,high,"The inscription contains a personal name ('vel fastntru'). Although it lacks an explicit kinship or death formula, the source identifier 'Cl' (Clusium/Chiusi) and the collection context ('Larth' database of funerary texts) strongly indicate a sepulchral findspot. According to the decision tree's first rule and tie-breaking rule #1 ('Funerary trumps everything else'), the unambiguous sepulchral context makes this a funerary inscription identifying the deceased.",unsure,low,"The inscription 'vel • fastntru • aθ' is too fragmentary and lacks clear context or a recognizable formula from the codebook. The text does not directly match any of the decision tree criteria, and without additional information about the findspot or object type, it's challenging to assign a confident label.",,
Cl 1.147,lθ peθna aθ titial ścire,lθ peθna aθ titial ścire,,funerary,high,funerary,high,"The inscription follows the classic Etruscan onomastic formula for an epitaph: a personal name (`lθ peθna`) followed by a kinship formula (`titial`, a metronymic in the genitive case indicating the mother's family). This structure is a primary positive indicator for the `funerary` class, satisfying rule 1 of the decision tree.",unsure,low,"The inscription 'lθ peθna aθ titial ścire' is not clearly classifiable based on the given text and the decision tree provided. The text does not directly match any of the clear criteria for the epigraphic types listed, and without further context or translation, it's challenging to determine its purpose or category. The presence of personal names or kinship terms is not evident enough to confidently classify it.",,
Cl 1.2513,aθ tiφile palpe pulias,aθ tiφile palpe pulias,,funerary,high,funerary,high,"The inscription follows a standard Etruscan onomastic formula for identifying the deceased, consisting of a personal name ('aθ tiφile palpe') followed by a kinship identifier in the genitive case ('pulias', meaning 'of Pulia', likely indicating parentage or marital status). This structure directly satisfies rule 1 of the decision tree, which identifies funerary inscriptions by the presence of a personal name and a kinship/death formula.",unsure,low,"The inscription 'aθ tiφile palpe pulias' lacks clear context or a known object type, making it difficult to apply the decision tree. The text does not contain obvious funerary, ownership, or dedicatory formulas, and the translation is unknown.",,
Cl 1.314,θana punp naσ lautni θa,θana punp naσ lautni θa,,funerary,high,funerary,high,"The inscription follows a classic funerary formula, naming the deceased ('θana') and providing her social status ('lautni', freedwoman) along with her patron's family name in the genitive ('punpnaś'). This structure directly matches the requirements of rule #1 in the decision tree, as a status formula like 'lautni' functions as a kinship/death formula to identify an individual in a sepulchral context.",unsure,low,The inscription 'θana punp naσ lautni θa' lacks clear context or a decisive formula that matches any of the defined categories directly. The presence of a personal name ('θana') and a term ('lautni') which could indicate social status does not conclusively point to a specific category without further context or understanding of the full text's meaning.,,
Cl 1.324,velia śeianti aθ unatn cumerunia raθum naśa,velia śeianti aθ unatn cumerunia raθum naśa,,funerary,high,funerary,high,"The inscription follows the classic structure of an Etruscan epitaph, beginning with the personal name of the deceased (`velia śeianti`) followed by a clear matronymic kinship formula (`aθ unatn cumerunia`, identifying her mother). This combination of a personal name and a kinship formula directly satisfies Rule 1 of the decision tree for funerary inscriptions.",unsure,low,"The inscription 'velia śeianti aθ unatn cumerunia raθum naśa' does not clearly match any of the decision tree branches due to lack of specific keywords or formulas associated with the defined categories. The text is not a single personal name and contains multiple words, but none directly correspond to the characteristic phrases or verbs of the main categories. Without a clear understanding of the text's meaning or context, it's challenging to assign a confident label.",,
Cm 2.13,mi χuliχna cupe.s. .a.l.θ.r.na.s. .e.i. minipi capi mini θanu,mi χuliχna cupe.s. .a.l.θ.r.na.s. .e.i. minipi capi mini θanu,,ownership,high,ownership,high,"The inscription begins with the classic first-person possessive formula 'mi χuliχna cupe...' ('I am the cup of Chulichna...'). This directly matches decision tree rule #5 for portable objects with possessive identifiers. While the inscription contains additional verbs ('capi', 'θanu'), they are not verbs of giving that would trigger a 'dedicatory' classification, but rather seem to reinforce the possessive claim.",dedicatory,medium,"The inscription contains the verb 'mini θanu', which could be related to the verb 'tur-' or 'mulu-', indicating a gift-giving context. The presence of 'mini' repeated suggests a dedicatory formula. Although the text is not entirely clear, the presence of a verb related to giving leans towards a dedicatory classification.",,
Cm 2.46,mi e.i. mi.n.pi capi mi numar θevru.c.l.na.s. qupe.s. fulu.σ'.la,mi e.i. mi.n.pi capi mi numar θevru.c.l.na.s. qupe.s. fulu.σ'.la,,ownership,high,ownership,high,"The inscription follows the classic 'speaking object' formula, using the first-person pronoun 'mi' ('I am') multiple times. This is followed by personal names in the genitive case ('θevru.c.l.na.s', 'qupe.s'), indicating possession. This pattern directly satisfies rule #5 of the decision tree ('mi' + genitive of a personal name). The absence of a verb of giving or a funerary context prevents classification as dedicatory or funerary.",unsure,low,"The inscription 'mi e.i. mi.n.pi capi mi numar θevru.c.l.na.s. qupe.s. fulu.σ'.la' is highly fragmentary and contains mostly unintelligible or unknown sequences. The presence of 'mi' could suggest an ownership or dedicatory formula, but the rest of the text does not clearly match any known Etruscan formula or vocabulary that would allow a confident classification into one of the seven epigraphic types.",,
Co 3.7,larθia ateinei flereσ matrnσl turce,larθia ateinei flereσ matrnσl turce,,dedicatory,high,votive,high,"The inscription meets the criteria for step 2 of the decision tree, as it contains a verb of giving, 'turce' (from tur-), and a recipient, 'matrnσl' (a mater matuta or similar mother goddess). It then proceeds to step 3, where the presence of the term 'flereś' ('offering', an explicit vow/ex-voto formula) classifies it specifically as votive. This is a classic votive formula: a named individual gives an offering to a deity.",dedicatory,high,"The inscription contains the verb 'turce' (gave) and is associated with a gift to a deity or person of higher status, indicated by the presence of 'flereσ matrnσl', suggesting a dedicatory context. The decision tree branch for dedicatory is triggered by the verb of giving and the presence of a recipient. This matches the criteria for a dedicatory inscription.",,
Cr 3.7,mi spurieisi teiθurnasi aliqu,mi spurieisi teiθurnasi aliqu,,ownership,high,dedicatory,high,"The inscription contains the verb of giving 'aliqu', which places it into the dedicatory branch of the decision tree (rule #2). The names 'spurieisi teiθurnasi' are in a case indicating they are the recipients of the gift. The presence of a verb of giving alongside the pronoun 'mi' makes this a clear case for 'dedicatory' rather than 'ownership', following the 'Verb > noun' tie-breaking rule. The inscription indicates a gift to a person, satisfying rule #4.",ownership,medium,"The inscription starts with 'mi', followed by a genitive personal name, which matches the pattern for ownership inscriptions. The presence of 'mi spurieisi teiθurnasi' suggests a possessive formula, typical of ownership. The word 'aliqu' is not clearly interpretable but does not directly indicate another category.",,
Cr 5.4,laris a[t]ies an cn tamera φurθce,laris a[t]ies an cn tamera φurθce,,funerary,high,funerary,high,"The inscription contains a personal name, 'laris a[t]ies', directly linked with the word 'tamera', a known term for a tomb or chamber. This combination firmly establishes a sepulchral context. Following the decision tree, this satisfies Rule 1, as it is an inscription on a tomb naming the person associated with it. The verb 'φurθce', likely indicating building or furnishing, reinforces this interpretation.",dedicatory,high,"The inscription contains the verb 'φurθce', which is a verb of giving or dedicating, similar to 'tur-' or 'mulu-'. The presence of a personal name 'laris a[t]ies' and the verb suggests a dedicatory context. According to the decision tree, the presence of a verb of giving leads to considering dedicatory or votive labels.",,
ETP 15,[cav]aθas mi seχis ein men[p]e kape mi nunaχ,[cav]aθas mi seχis ein men[p]e kape mi nunaχ,,ownership,high,votive,high,"The inscription contains the verb `nunaχ`, which is a specific term for a vow or offering. According to the decision tree, the presence of a verb of giving (rule 2) and explicit vow language (rule 3) leads to a 'votive' classification. This is considered a more specific category than 'dedicatory' per the codebook's examples.",unsure,low,"The inscription contains several Etruscan words, but the overall meaning is unclear. The presence of 'mi' could suggest ownership or dedicatory formula, but the rest of the text does not clearly fit into any category. The text is not clearly funerary, and there is no clear verb of giving or dedicatory formula.",,
ETP 213,[mi] aranθia lapanas,[mi] aranθia lapanas,,funerary,high,unsure,high,"The inscription '[mi] aranθia lapanas' presents the classic 'mi + genitive' formula ('I am of Aranthia Lapanas'), which directly matches the criteria for 'ownership' under decision tree rule 5. However, the codebook's primary tie-breaking rule states that funerary context trumps textual formulas; if this inscription were on an urn or tomb, it would be classified as 'funerary'. As the object type and find-context are not provided, it is impossible to apply the tie-breaking rules and confidently distinguish between 'ownership' and 'funerary'. Therefore, the evidence is insufficient.",ownership,medium,"The inscription '[mi] aranθia lapanas' follows the 'mi + genitive of a personal name' formula, which is characteristic of ownership inscriptions. The presence of 'mi' suggests a possessive or identificatory statement, typical of ownership labels on portable objects.",,
ETP 239,truφun • peθunus • v • lav lurmicla • turce • xxx • cver,truφun • peθunus • v • lav lurmicla • turce • xxx • cver,,votive,high,dedicatory,high,"The inscription contains the verb 'turce', a form of 'tur-' meaning 'gave'. According to decision tree branch 2, the presence of a verb of giving points towards a dedicatory or votive context. As the recipient appears to be a person ('v lav lurmicla') rather than a deity, and no explicit vow language or sanctuary findspot is indicated, branch 4 correctly classifies this as 'dedicatory'.",votive,high,"The inscription contains the verb 'turce' which is a verb of giving, and the context suggests a votive offering. The presence of a numerical value 'xxx' could indicate a quantity, which is consistent with votive or dedicatory contexts. The decision tree led to 'votive' due to the presence of 'turce' and the likelihood of the object being a votive offering.",,
ETP 253,mi fuflunusra,mi fuflunusra,,dedicatory,high,dedicatory,high,"The inscription follows the structure 'mi' + recipient name. The recipient, 'fuflunusra', is the dative form of the known deity Fufluns, meaning 'for/to Fufluns'. This structure is a clear dedicatory formula to a divine recipient, satisfying decision tree branch #2 and confirmed by branch #4. The dative case distinguishes it from a simple possessive 'ownership' formula, which would use a genitive.",ownership,medium,"The inscription 'mi fuflunusra' follows the 'mi' + genitive of a personal name formula, which is characteristic of ownership inscriptions. The text lacks a verb or other contextual information that might suggest a different classification.",,
ETP 286,luθcval canθiσa l,luθcval canθiσa l,,boundary,high,funerary,high,"The inscription follows a standard Etruscan onomastic formula for the deceased, consisting of a personal name ('luθcval canθiσa') followed by an abbreviated patronymic or avonymic ('l', likely for 'larisal' or similar). This structure is a classic kinship formula used to identify an individual in a sepulchral context. This matches the first rule of the decision tree, as it is a personal name with a kinship formula, making it a funerary epitaph.",unsure,low,"The inscription 'luθcval canθiσa l' lacks clear context or a recognizable formula that matches any of the defined epigraphic types. The text is not sufficient to determine its purpose or the object it is inscribed on, making it difficult to apply the decision tree with confidence.",,
ETP 333,larθ laucies θamequ larecesi ka iseriθesi celeniarasi mini zinece veθur kam arteθi,larθ laucies θamequ larecesi ka iseriθesi celeniarasi mini zinece veθur kam arteθi,,funerary,medium,ownership,high,"The inscription contains the phrase 'mini zinece' ('made me'), which is a classic Etruscan maker's formula. Following the decision tree, the text lacks funerary kinship formulas (rule 1) and verbs of giving/dedicating (rule 2). It satisfies rule 5, which classifies inscriptions on portable objects with a 'maker-mark' as ownership.",dedicatory,high,"The inscription contains the verb 'zinece', which is a verb of giving or dedicating, and 'mini', which is a first-person pronoun often used in dedicatory contexts. The presence of a personal name 'larθ laucies' and the verb 'zinece' suggests a dedicatory formula. The overall structure fits the dedicatory type as per decision tree rule 2.",,
ETP 352,raθs • turmsal velus luvχmsal θusti • θui meθlmθ mu[n]sθ[e]c [ • ] ims • epl macuni • hercles alpan tece iic ei • utta θesca ac • penθa • [-(-)] • hu lave • zilci• laθ ale • nulaθes •,raθs • turmsal velus luvχmsal θusti • θui meθlmθ mu[n]sθ[e]c [ • ] ims • epl macuni • hercles alpan tece iic ei • utta θesca ac • penθa • [-(-)] • hu lave • zilci• laθ ale • nulaθes •,,dedicatory,high,dedicatory,high,"The inscription follows branch 4 of the decision tree. It names a divine recipient, `hercles` (Hercules), and includes the phrase `alpan tece`, which functions as a dedicatory formula indicating a gift ('willingly placed/gave'). This combination of a recipient deity and a verb of giving/placing makes it a clear dedicatory text.",unsure,low,"The inscription is heavily fragmentary and contains multiple possible interpretations, including personal names and potential references to deities (e.g., 'hercles'). The text does not clearly fit into any single category based on the decision tree, and the presence of multiple possible dedicatory or votive elements ('turmsal', 'hercles') alongside other unclear terms makes it difficult to confidently assign a label.",,
ETP 86,mi venelus σ{ }hekuntenas,mi venelus σ{ }hekuntenas,,ownership,medium,unsure,high,"The inscription contains conflicting features, making its classification dependent on the object type and find-context, which are unknown. The text begins with 'mi', the classic possessive formula pointing to 'ownership' (Step 5). However, it also includes a full patronymic ('venelus ...hekuntenas'), a kinship formula typical of 'funerary' inscriptions (Step 1). Per the codebook's tie-breaking rules, if this were on a tomb the label would be 'funerary', but on a portable object it would be 'ownership'. Since this critical context is missing, the text alone permits multiple readings, meeting the criteria for an 'unsure' classification.",ownership,medium,"The inscription 'mi venelus σ{ }hekuntenas' follows the 'mi' + genitive of a personal name formula, which is characteristic of ownership inscriptions. The presence of 'mi' and a personal name in the genitive case aligns with the criteria for ownership as per the decision tree (step 5).",,
Fa 3.1,mi aliqu auvilesi,mi aliqu auvilesi,,ownership,medium,dedicatory,high,"The inscription contains the first-person pronoun 'mi', a verb of giving ('aliqu'), and a recipient in the dative case ('auvilesi', 'to Aule'). This structure satisfies decision tree branch #2. As there is no explicit vow language or confirmed sanctuary findspot, it is classified as dedicatory per branch #4. The presence of the verb 'aliqu' makes it distinct from a simple ownership formula, following the 'verb > noun' tie-breaking rule.",ownership,high,"The inscription 'mi aliqu auvilesi' follows the 'mi' + genitive of a personal name formula, which is characteristic of ownership inscriptions. The presence of 'mi' and a genitive personal name aligns with the criteria for ownership as per the decision tree (step 5).",,
Fa 6.3,mi araθiale ziχuχe,mi araθiale ziχuχe,,ownership,high,ownership,medium,"The inscription is a 'speaking object' formula that identifies the maker: 'mi araθiale ziχuχe' translates to 'Arath wrote/inscribed me'. This functions as a maker's signature. Following the decision tree, this inscription fails rules 1 and 2 as it lacks funerary or dedicatory verbs. It matches the second clause of rule 5, which classifies inscriptions that are a 'maker-mark' as 'ownership'.",dedicatory,high,"The inscription 'mi araθiale ziχuχe' contains the verb 'ziχuχe', which is a verb of making or dedicating. The presence of 'mi' with a verb of giving or dedicating suggests a dedicatory context. According to the decision tree, the presence of a verb of giving (in this case, likely related to 'ziχuχe') indicates a dedicatory inscription.",,
LL 2,nunθenθ • cletram • σrenχve tei • faσei,nunθenθ • cletram • σrenχve tei • faσei,,dedicatory,high,dedicatory,high,"The inscription contains the verb 'nunθenθ' (offered/dedicated), a clear verb of giving. It also specifies a recipient, 'faσei', in the dative case, which is interpreted as a deity. Following the decision tree, the presence of a verb of giving with a recipient (rule #2) leads to a 'dedicatory' classification (rule #4).",unsure,low,"The inscription 'nunθenθ • cletram • σrenχve tei • faσei' does not clearly match any of the defined categories in the decision tree. The text lacks a personal name, kinship formula, or clear dedicatory/votive/legal vocabulary, and the object type is unknown. Without further context or understanding of the vocabulary, it's difficult to assign a label with confidence.",,
LL 6,luθti • raχ • ture • acil,luθti • raχ • ture • acil,,dedicatory,high,dedicatory,high,"The inscription contains the word 'ture', a common form of the Etruscan verb 'tur-' meaning 'to give' or 'to dedicate'. Following the decision tree, the presence of a verb of giving (Rule 2) points towards a dedicatory context. As there is no explicit votive formula or known sanctuary findspot (Rule 3), the inscription is classified as dedicatory (Rule 4), representing a gift.",unsure,low,"The inscription 'luθti • raχ • ture • acil' does not directly match any of the clear criteria outlined in the decision tree. The presence of the verb or verb-like element 'ture' could suggest a dedicatory context if it relates to the verb 'tur-' (gave), but without a clear object or recipient, this is speculative. The text is not clearly funerary, ownership, or another category based on the given information.",,
OA 3.9,cae siprisnies {i} tur ce hercles clen ce χa munis en cae lur χve truta ala alp nina luθs inpa lxχn/a,cae siprisnies {i} tur ce hercles clen ce χa munis en cae lur χve truta ala alp nina luθs inpa lxχn/a,,dedicatory,high,votive,high,"The inscription contains the clear verb of giving 'tur ce' (turce) and names a divine recipient, 'hercles clen' (son of Heracles), satisfying rule 2 of the decision tree. The text also includes specific religious vocabulary such as 'ceχa' (sacred law/rite) and 'luθs' (in the sanctuary/tomb), which constitutes strong evidence of a formal religious act, fulfilling the 'vow language' condition of rule 3. This makes 'votive' a more specific and accurate label than the general 'dedicatory'.",dedicatory,high,"The inscription contains the verb 'tur' which is a verb of giving, and 'hercles' indicating a deity, suggesting a dedicatory context. The presence of 'tur ce' aligns with dedicatory formulas seen in Etruscan inscriptions. The overall structure and content point towards a dedicatory inscription.",,
Pa 4.1,ki • aiser • tinia • ti[---] • sil<v>anz,ki • aiser • tinia • ti[---] • sil<v>anz,,dedicatory,high,boundary,high,"The inscription begins with the deictic pronoun 'ki' ('here') and lists several deities ('aiser', 'tinia', 'sil<v>anz'). This formula is characteristic of a cippus or stone marker delimiting a sacred space. This aligns with rule 6 of the decision tree, as it uses vocabulary equivalent to 'tular' to define a sacred boundary, even without the specific word 'tular' itself.",unsure,low,"The inscription is heavily fragmentary and lacks clear context or a complete verb, making it difficult to apply the decision tree with confidence. The visible text contains divine names or epithets ('aiser', 'tinia') but the overall meaning remains unclear.",,
Pe 3.3,auleσ'i meteliσ ve veśial clenσi cen flereσ tece śanσl tenine tuθineσ χiśulicσ,auleσ'i meteliσ ve veśial clenσi cen flereσ tece śanσl tenine tuθineσ χiśulicσ,,dedicatory,high,dedicatory,high,"The inscription follows the decision tree to step 2, as it contains the key dedicatory noun `flereś` ('offering' or 'statue'), explicitly listed in the codebook. The text records that Aule Meteli (`auleśi meteliś`) set up (`tece`) this object. It is not explicitly votive (step 3), making `dedicatory` (step 4) the correct classification for this honorific gift.",votive,high,"The inscription contains the verb 'cen' and 'flereσ' which is related to offering or dedication, and 'tuθineσ χiśulicσ' suggesting a votive context. The presence of 'flereσ' (offering) and the overall structure indicates a votive dedication. The decision tree branch for votive is matched as it contains vow/ex-voto language.",,
TCa 8,iσ've.i.tule ilu.c.ve .a.pirase leθa.m.su.l. ilucu cuie.s.χu pe.r.pri,iσ've.i.tule ilu.c.ve .a.pirase leθa.m.su.l. ilucu cuie.s.χu pe.r.pri,,dedicatory,high,legal,high,"This inscription is a prescriptional ritual calendar, detailing rites (ilucve) to be performed during a specific month (apirase). According to the codebook's decision tree, this content is classified as 'sacred law,' which falls under the 'legal' category (rule 7). The inscription lacks any features of the higher-priority categories like funerary formulas or verbs of giving.",unsure,low,"The inscription 'iσ've.i.tule ilu.c.ve .a.pirase leθa.m.su.l. ilucu cuie.s.χu pe.r.pri' is heavily fragmentary and does not contain recognizable Etruscan words or formulas that match any of the defined categories in the codebook. The text is not transliterated into standard Etruscan script, making it difficult to apply the decision tree with confidence.",,
Ta 1.35,σ'eθre curunas • velus [ • ] [r]amθa[s] [ • ] avenalc sam man • σuθ[i]θ • arce ...,σ'eθre curunas • velus [ • ] [r]amθa[s] [ • ] avenalc sam man • σuθ[i]θ • arce ...,,funerary,high,funerary,high,"The inscription meets the criteria for rule 1 of the decision tree. The text contains multiple personal names (`curunas`, `velus`, `ramθas`), a clear kinship formula (`avenalc`, meaning 'of his uncle'), and explicit funerary vocabulary (`suθiθ`, meaning 'in the tomb'). This combination of features is definitively characteristic of a funerary inscription.",unsure,low,"The inscription is heavily fragmentary, with multiple lacunae and unclear context. The visible text does not contain a discriminating verb or formula that would allow for a confident classification according to the decision tree.",,
Ta S.8,σ'eθlans uni trepu,σ'eθlans uni trepu,,dedicatory,high,dedicatory,high,"The inscription contains the name of the goddess Uni in the dative case, indicating she is the recipient of an offering. According to the decision tree, the presence of a recipient deity (rule #2) without explicit vow language (rule #3) makes the inscription dedicatory (rule #4). The structure points to a gift to a deity.",unsure,low,"The inscription 'σ'eθlans uni trepu' lacks clear context or a known translation, making it difficult to apply the decision tree. The text does not contain recognizable Etruscan formulas or verbs that would guide classification into one of the defined categories.",,
Vs 7.25,zatlaθ aiθas,zatlaθ aiθas,,funerary,medium,legal,medium,"The inscription contains the term 'zatlaθ', which is understood as a title for a priest or magistrate. This specific term is attested in major Etruscan legal and sacred-law texts, such as the Magliano Lead Disk and the Cippus Perusinus. Following rule 7 of the decision tree, the presence of this legal vocabulary indicates a legal or sacred-law context. The confidence is 'medium' rather than 'high' because the object type and findspot are unknown, which prevents corroboration of the textual evidence.",unsure,low,"The inscription 'zatlaθ aiθas' lacks clear context or a known translation. Without understanding the meaning or the object it is inscribed on, it's impossible to confidently apply the decision tree from the codebook. The text does not directly match any of the specific formulas or vocabulary associated with the defined epigraphic types.",,
Vt 1.58,mi laruσ arianaσ • anaσnieσ klan,mi laruσ arianaσ • anaσnieσ klan,,funerary,high,funerary,high,"The inscription follows the pattern of a funerary epitaph by stating the deceased's name and parentage. The presence of the explicit kinship term 'klan' ('son') is a strong diagnostic feature for this class, as per the codebook's examples ('vel matunas larisal clan'). This matches rule #1 in the decision tree. Although the inscription starts with 'mi' (an ownership formula), tie-breaking rule #1 states that funerary indicators like kinship formulas trump all other considerations.",ownership,medium,"The inscription starts with 'mi', followed by a personal name in the genitive, which is a common formula for ownership inscriptions. The presence of 'mi' + genitive suggests ownership, and there's no clear evidence of a verb of giving or other formula that would suggest a different category.",,
